street,suburb,state,vendor,lat,lon,days_on_site,amenities,bathrooms,cellars,num_floors,monthly_fee_mxn,parking_lots,beds,department_type,m2,final_price,price_square_meter
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,97.00,6042960.00,62298.56
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4829620.00,59624.94
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,78.00,4632090.00,59385.77
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,78.00,4612462.00,59134.13
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,93.00,5845980.00,62860.00
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,78.00,4710600.00,60392.31
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,97.00,6129760.00,63193.40
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,2,2,apt,97.00,5999560.00,61851.13
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,78.00,4655643.00,59687.73
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,120.00,6306550.00,52554.58
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,97.00,6064660.00,62522.27
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,2,2,apt,97.00,6129760.00,63193.40
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,97.00,5763880.00,59421.44
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,83.00,4719900.00,56866.27
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,2,2,apt,97.00,5844580.00,60253.40
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,97.00,5751680.00,59295.67
Puerto Mexico," Roma Sur, Cuauhtémoc", Distrito Federal,Ps Bienesraices,19.4037919,-99.1649783,21,4,2,0,0,0.00,2,2,apt,114.00,8000000.00,70175.44
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Morris Lan,19.406804,-99.169478,46,5,3,0,0,0.00,1,2,apt,176.00,9500000.00,53977.27
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4829620.00,59624.94
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,85.00,4918890.00,57869.29
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4753070.00,58679.88
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,83.00,4796450.00,57788.55
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4753070.00,58679.88
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4676520.00,57734.81
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4829620.00,59624.94
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,2,2,apt,97.00,6216180.00,64084.33
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,78.00,4655643.00,59687.73
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,157.00,6380520.00,40640.25
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,5135820.00,63405.19
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4906170.00,60570.00
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,93.00,5845980.00,62860.00
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,183.00,8026360.00,43859.89
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4087933,-99.1652066,31,0,2,0,0,0.00,1,2,apt,151.00,9859115.00,65292.15
Roma Norte, Cuauhtémoc, Distrito Federal,Primer Nivel Inmobiliaria,19.4211605,-99.1554569,120,3,1,0,0,0.00,1,1,apt,62.00,4206000.00,67838.71
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.413879,-99.160909,210,2,1,0,0,0.00,1,1,apt,60.00,4623086.00,77051.43
Roma Sur, Cuauhtémoc, Distrito Federal,Barragan Br,19.405299,-99.1649891,365,4,2,0,0,0.00,2,2,apt,91.00,6650000.00,73076.92
Departamentos En Preventa Av. Eugenio Garza Sada," Zona Distrito Tec (vav), Roma, Monterrey",Nuevo Leon,Urban Properties,25.6565947,-100.2953585,36,0,1,0,0,1200.00,1,1,apt,40.00,2325668.00,58141.70
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0.00,2,3,apt,270.00,14040000.00,52000.00
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,97.00,5670780.00,58461.65
Querétaro," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4148155,-99.1603133,46,6,2,0,0,0.00,1,3,apt,145.00,9080660.00,62625.24
Roma Sur, Cuauhtémoc, Distrito Federal,Barragan Br,19.405299,-99.1649891,365,4,2,0,0,0.00,2,2,apt,92.00,6300000.00,68478.26
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Century21bautistayasociados,19.4046152,-99.1662218,240,0,2,0,0,0.00,2,2,apt,120.00,7883287.00,65694.06
SN,Cuauhtemoc, Distrito Federal,Rematadascom,19.4113464,-99.1629528,60,0,3,0,0,0.00,1,3,apt,100.00,1758320.00,17583.20
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Morris Lan,19.406804,-99.169478,46,4,2,0,0,0.00,1,2,apt,105.00,5350000.00,50952.38
Viaducto Miguel Aleman," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,1,1,1,0.00,1,2,apt,67.00,2690000.00,40149.25
Tepeji," Roma Sur, Cuauhtémoc", Distrito Federal,Cattoribr,19.4078138,-99.1618723,17,6,2,0,0,0.00,2,3,apt,162.00,8093500.00,49959.88
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Century21bautistayasociados,19.4046152,-99.1662218,240,0,2,0,0,0.00,2,2,apt,106.00,8952615.00,84458.63
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.4046152,-99.1662218,90,4,2,0,0,0.00,2,2,apt,120.00,7650000.00,63750.00
Tlacotalpan 89," Roma Sur, Cuauhtémoc", Distrito Federal,Century21 Living,19.4046152,-99.1662218,270,0,2,0,0,0.00,2,2,apt,120.55,7030000.00,58316.05
Nayarit," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4098231,-99.162138,27,4,2,0,0,0.00,1,2,apt,86.00,4700000.00,54651.16
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Century21bautistayasociados,19.4046152,-99.1662218,240,0,2,0,0,0.00,2,2,apt,120.00,7651263.00,63760.53
Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Inmoinn,19.4029252,-99.1680476,365,4,2,0,0,0.00,2,2,apt,111.00,6580413.00,59283.00
Tonala," Roma Norte, Cuauhtémoc", Distrito Federal,Avitana,19.4210293,-99.1635414,60,2,1,0,0,0.00,1,1,apt,54.00,3912000.00,72444.44
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Mi Casa Propia,19.4054829,-99.1647868,90,5,2,0,0,0.00,2,3,apt,111.00,6790000.00,61171.17
Córdoba," Roma Norte, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.4128016,-99.1572693,90,2,1,0,0,0.00,1,1,apt,50.00,3147772.00,62955.44
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.4009518,-99.1700872,365,5,2,0,0,0.00,2,3,apt,112.00,6890000.00,61517.86
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,8,0,2,1,6,0.00,2,2,apt,86.80,5845980.00,67350.00
Puerto Mexico," Roma Sur, Cuauhtémoc", Distrito Federal,Ps Bienesraices,19.4037919,-99.1649783,21,3,2,0,0,0.00,2,1,apt,154.00,7700000.00,50000.00
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4168211,-99.1596475,46,7,3,0,0,0.00,2,3,apt,193.00,10050000.00,52072.54
Roma Norte, Cuauhtémoc, Distrito Federal,Sata7784633,19.4222428,-99.1627869,120,3,1,0,0,0.00,1,1,apt,39.00,3516884.00,90176.51
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4158401,-99.1596792,240,4,2,0,0,0.00,2,2,apt,161.00,9550000.00,59316.77
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.438631,-99.14881,90,6,3,0,0,0.00,2,3,apt,150.00,8706563.00,58043.75
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4090847,-99.1643187,365,3,1,0,0,0.00,1,2,apt,64.00,4340240.00,67816.25
Cordoba," Roma Norte, Cuauhtémoc", Distrito Federal,Home Seekers,19.4124914,-99.1572585,35,4,2,0,0,0.00,1,2,apt,82.00,4850000.00,59146.34
Roma Norte, Cuauhtémoc, Distrito Federal,Neximo,19.4155552,-99.1615919,31,0,2,0,0,0.00,2,3,apt,270.00,13500000.00,50000.00
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Century21 Viva,19.421399,-99.1587768,300,0,2,0,0,0.00,2,2,apt,166.00,11500000.00,69277.11
Cozumel," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4171424,-99.1703275,150,2,1,0,0,0.00,1,1,apt,65.00,5570000.00,85692.31
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.4046152,-99.1662218,90,6,2,0,0,0.00,2,3,apt,121.00,8700000.00,71900.83
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4158401,-99.1596792,240,5,2,0,0,0.00,2,3,apt,194.00,11100000.00,57216.49
Av. Baja California," Roma Sur, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.4067443,-99.1561012,90,4,2,0,0,0.00,1,2,apt,89.00,4720000.00,53033.71
Viaducto," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,2,1,1,0.00,1,2,apt,91.00,4061005.00,44626.43
Roma Sur, Cuauhtémoc, Distrito Federal,Nik Bienesraices,19.405299,-99.1649891,120,4,2,0,0,0.00,1,2,apt,107.00,8521860.00,79643.55
Roma Sur, Cuauhtémoc, Distrito Federal,Nik Bienesraices,19.405299,-99.1649891,19,4,2,0,0,0.00,1,2,apt,115.00,5342425.00,46455.87
Salamanca," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.42064,-99.1702226,35,2,1,0,0,0.00,1,1,apt,40.00,4120000.00,103000.00
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.403459,-99.1640113,60,5,2,0,0,0.00,2,3,apt,149.00,9670000.00,64899.33
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Plus,19.4195,-99.1589,45,0,2,1,4,0.00,1,3,apt,112.00,5600000.00,50000.00
Roma Norte, Cuauhtémoc, Distrito Federal,Neximo,19.415626,-99.1630521,31,0,3,0,0,0.00,2,3,apt,144.00,10134810.00,70380.63
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4081659,-99.1643788,31,0,1,0,0,0.00,1,2,apt,70.00,4578675.00,65409.64
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,86.00,4983878.00,57952.07
Torreon," Roma Sur, Cuauhtémoc", Distrito Federal,Morris Lan,19.402913,-99.1613826,46,7,2,0,0,0.00,2,3,apt,164.00,8229770.00,50181.52
Puerto Mexico," Roma Sur, Cuauhtémoc", Distrito Federal,Ps Bienesraices,19.4037919,-99.1649783,15,2,1,0,0,0.00,1,1,apt,80.00,5700000.00,71250.00
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,142.00,7154848.00,50386.25
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,87.00,5138544.00,59063.72
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4054829,-99.1647868,60,5,2,0,0,0.00,2,3,apt,111.00,6790000.00,61171.17
Roma Privada," Roma Privada, Monterrey",Nuevo Leon,Horacio Zamarripa Rivas,25.6441572,-100.2968073,240,5,2,0,0,0.00,1,3,apt,103.00,4993491.00,48480.50
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,0,0,0.00,2,3,apt,98.00,5790664.00,59088.41
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,87.00,5190136.00,59656.74
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,165.00,8094465.00,49057.36
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Mi Casa Propia,19.403459,-99.1640113,90,5,2,0,0,0.00,2,3,apt,149.00,9670000.00,64899.33
Puebla," Roma Norte, Cuauhtémoc", Distrito Federal,Licmarthasbarandalicmar,19.4206466,-99.170547,150,5,2,0,0,0.00,2,2,apt,99.00,7690640.00,77683.23
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,86.00,5216099.00,60652.31
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,98.00,5761134.00,58787.08
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,146.00,7298901.00,49992.47
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,98.00,5876357.00,59962.83
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,84.00,5093171.00,60632.99
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,98.00,5703523.00,58199.21
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,0,0,0.00,2,3,apt,98.00,5732989.00,58499.89
Sinaloa," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0.00,2,2,apt,160.00,6900000.00,43125.00
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4168211,-99.1596475,300,6,3,0,0,0.00,1,3,apt,150.00,10400000.00,69333.33
Roma Norte, Cuauhtémoc, Distrito Federal,Neximo,19.4153088,-99.1632172,31,0,3,0,0,0.00,2,3,apt,150.00,10549350.00,70329.00
Álvaro Obregón," Roma Norte, Cuauhtémoc", Distrito Federal,Century21promozurangel,19.4173906,-99.1630212,27,0,1,0,0,0.00,1,1,apt,33.59,3111913.00,92644.03
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,2,1,1,0.00,2,2,apt,140.00,7800000.00,55714.29
Roma Sur, Cuauhtémoc, Distrito Federal,Nik Bienesraices,19.405299,-99.1649891,120,0,2,0,0,0.00,1,2,apt,141.00,9859115.00,69922.80
Sinaloa," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0.00,2,1,apt,158.00,6900000.00,43670.89
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4226693,-99.1552628,40,4,2,0,0,0.00,2,2,apt,122.00,7621205.00,62468.89
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,0,0,0.00,2,3,apt,98.00,5675313.00,57911.36
Queretaro," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0.00,1,2,apt,77.00,5400000.00,70129.87
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Remax Real Estate Consultants,19.4088,-99.1637,120,0,2,0,4,0.00,1,2,apt,128.00,8521860.00,66577.03
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,0,0,0.00,2,3,apt,95.00,5299915.00,55788.58
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,98.00,5450689.00,55619.28
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,98.00,5473077.00,55847.72
Roma Sur, Cuauhtémoc, Distrito Federal,Nik Bienesraices,19.405299,-99.1649891,120,4,2,0,0,0.00,1,2,apt,81.00,5503280.00,67941.73
Frontera," Roma Norte, Cuauhtémoc", Distrito Federal,Distritocapitalcondesa,19.4245374,-99.1573777,11,5,2,0,0,0.00,1,2,apt,129.00,8000000.00,62015.50
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4053485,-99.1552971,31,0,2,0,0,0.00,2,3,apt,111.00,7140000.00,64324.32
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4184898,-99.1637389,60,4,2,0,0,0.00,1,2,apt,117.00,9200000.00,78632.48
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,87.00,5006952.00,57551.17
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,84.00,4796482.00,57100.98
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,98.00,5645911.00,57611.34
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,84.00,4994275.00,59455.65
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,0,0,0.00,2,3,apt,84.00,5559961.00,66190.01
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,87.00,4903769.00,56365.16
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4137406,-99.1610013,11,0,2,0,0,0.00,2,2,apt,163.00,9935982.00,60956.94
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Urp Propiedades,19.4030201,-99.1687004,300,2,1,0,0,0.00,1,1,apt,51.00,3200000.00,62745.10
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Covein Br,19.4138909,-99.1557557,11,3,1,0,0,0.00,1,2,apt,75.00,4450000.00,59333.33
Roma Norte, Cuauhtémoc, Distrito Federal,Barragan Br,19.4195256,-99.162549,365,5,2,0,0,0.00,2,3,apt,93.00,6873000.00,73903.23
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4052563,-99.1662026,365,4,2,0,0,0.00,2,2,apt,140.00,7800000.00,55714.29
Av. Baja California," Roma Sur, Cuauhtémoc", Distrito Federal,Century 21covarrubias,19.4063969,-99.1628482,210,0,2,0,0,2000.00,2,2,apt,98.00,6850000.00,69897.96
Valladolid0," Roma Norte, Cuauhtémoc", Distrito Federal,Sil Mexico,19.419863,-99.1682223,270,0,1,0,0,0.00,1,1,apt,42.00,3425000.00,81547.62
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4185297,-99.1636371,300,4,2,0,0,0.00,1,2,apt,95.00,5300000.00,55789.47
Baja California," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.406153,-99.1631827,24,4,2,0,0,0.00,1,2,apt,72.00,3950000.00,54861.11
Roma Sur, Cuauhtémoc, Distrito Federal,Barragan Br,19.405299,-99.1649891,365,5,2,0,0,0.00,2,3,apt,93.00,6873000.00,73903.23
Roma Sur, Cuauhtémoc, Distrito Federal,Airnetwork Asesores Inmob,19.405299,-99.1649891,210,5,2,0,0,0.00,2,3,apt,111.00,4950000.00,44594.59
Roma, Monterrey,Nuevo Leon,House Inm,25.6542625,-100.2978762,365,2,1,0,0,0.00,1,1,apt,48.00,2750000.00,57291.67
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Goldstone Bienesraices,19.4188488,-99.1613324,90,5,2,0,0,0.00,2,2,apt,185.00,14346500.00,77548.65
Frontera," Roma Norte, Cuauhtémoc", Distrito Federal,Cbmobikapremium,19.4181531,-99.1652014,150,0,2,0,0,0.00,1,2,apt,133.00,6800000.00,51127.82
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Luxence,19.4089339,-99.1617879,90,4,2,0,0,0.00,1,2,apt,58.00,3835325.00,66126.29
Bajío 315," Roma Sur, Cuauhtémoc", Distrito Federal,Profesionales Inmobiliariosmx,19.4029284,-99.16806,270,0,2,0,12,2500.00,2,2,apt,104.00,6426000.00,61788.46
Jalapa," Roma Norte, Cuauhtémoc", Distrito Federal,Espacios Inmobiliarios,19.4204591,-99.1614862,60,5,2,0,0,0.00,1,3,apt,150.00,5900000.00,39333.33
Constitucion," Roma Sur, Cuauhtémoc", Distrito Federal,Barragan Br,19.4020221,-99.1823889,46,6,3,0,0,0.00,2,3,apt,169.00,9687900.00,57324.85
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Casasydepas Com,19.4050031,-99.1674956,120,4,2,0,0,0.00,1,2,apt,84.00,5006952.00,59606.57
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4046152,-99.1662218,365,4,2,0,0,0.00,2,2,apt,127.00,7030000.00,55354.33
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,3,0,0,0.00,1,2,apt,176.00,9500000.00,53977.27
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0.00,2,2,apt,135.00,7096878.00,52569.47
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Urp Propiedades,19.4130341,-99.1614773,300,5,2,0,0,0.00,2,2,apt,137.00,9905250.00,72301.09
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4188488,-99.1613324,36,5,2,0,0,0.00,1,3,apt,112.00,5600000.00,50000.00
Puebla," Roma Norte, Cuauhtémoc", Distrito Federal,Licmarthasbarandalicmar,19.4206466,-99.170547,150,6,2,0,0,0.00,2,2,apt,107.00,9086780.00,84923.18
Querétaro," Roma Norte, Cuauhtémoc", Distrito Federal,Quality Gtz,19.413676,-99.1654703,210,6,3,0,0,0.00,1,3,apt,145.00,8500000.00,58620.69
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.4052563,-99.1662026,54,5,2,0,0,0.00,1,2,apt,172.00,8965800.00,52126.74
Roma Norte, Cuauhtémoc, Distrito Federal,Byg Realestate,19.4195256,-99.162549,60,4,2,0,0,0.00,2,2,apt,85.00,6300000.00,74117.65
San Luis Potosí," Roma Norte, Cuauhtémoc", Distrito Federal,Business Property,19.413879,-99.160909,36,4,2,0,0,0.00,1,2,apt,98.00,4650000.00,47448.98
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4085345,-99.1644733,31,0,2,0,0,0.00,1,2,apt,78.00,4996100.00,64052.56
Valladolid0," Roma Norte, Cuauhtémoc", Distrito Federal,Mexicosil,19.417759,-99.167813,120,0,1,0,0,0.00,1,1,apt,42.00,3425000.00,81547.62
