street,suburb,state,vendor,lat,lon,days_on_site,amenities,bathrooms,cellars,num_floors,monthly_fee_mxn,parking_lots,beds,department_type,m2,final_price,price_square_meter
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4753070,58679.88
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4676520,57734.81
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4829620,59624.94
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,2,2,apt,97,6216180,64084.33
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,78,4655643,59687.73
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,157,6380520,40640.25
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,5135820,63405.19
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4906170,60570
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,93,5845980,62860
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,183,8026360,43859.89
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4087933,-99.1652066,31,0,2,0,0,0,1,2,apt,151,9859115,65292.15
Roma Norte, Cuauhtémoc, Distrito Federal,Primer Nivel Inmobiliaria,19.4211605,-99.1554569,120,3,1,0,0,0,1,1,apt,62,4206000,67838.71
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.413879,-99.160909,210,2,1,0,0,0,1,1,apt,60,4623086,77051.43
Roma Sur, Cuauhtémoc, Distrito Federal,Barragan Br,19.405299,-99.1649891,365,4,2,0,0,0,2,2,apt,91,6650000,73076.92
Departamentos En Preventa Av. Eugenio Garza Sada," Zona Distrito Tec (vav), Roma, Monterrey",Nuevo Leon,Urban Properties,25.6565947,-100.2953585,36,0,1,0,0,1200,1,1,apt,40,2325668,58141.7
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0,2,3,apt,270,14040000,52000
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,97,5670780,58461.65
Querétaro," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4148155,-99.1603133,46,6,2,0,0,0,1,3,apt,145,9080660,62625.24
Roma Sur, Cuauhtémoc, Distrito Federal,Barragan Br,19.405299,-99.1649891,365,4,2,0,0,0,2,2,apt,92,6300000,68478.26
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Century21bautistayasociados,19.4046152,-99.1662218,240,0,2,0,0,0,2,2,apt,120,7883287,65694.06
SN,Cuauhtemoc, Distrito Federal,Rematadascom,19.4113464,-99.1629528,60,0,3,0,0,0,1,3,apt,100,1758320,17583.2
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Morris Lan,19.406804,-99.169478,46,4,2,0,0,0,1,2,apt,105,5350000,50952.38
Viaducto Miguel Aleman," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,1,1,1,0,1,2,apt,67,2690000,40149.25
Tepeji," Roma Sur, Cuauhtémoc", Distrito Federal,Cattoribr,19.4078138,-99.1618723,17,6,2,0,0,0,2,3,apt,162,8093500,49959.88
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Century21bautistayasociados,19.4046152,-99.1662218,240,0,2,0,0,0,2,2,apt,106,8952615,84458.63
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.4046152,-99.1662218,90,4,2,0,0,0,2,2,apt,120,7650000,63750
Tlacotalpan 89," Roma Sur, Cuauhtémoc", Distrito Federal,Century21 Living,19.4046152,-99.1662218,270,0,2,0,0,0,2,2,apt,120.55,7030000,58316.05
Nayarit," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4098231,-99.162138,27,4,2,0,0,0,1,2,apt,86,4700000,54651.16
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Century21bautistayasociados,19.4046152,-99.1662218,240,0,2,0,0,0,2,2,apt,120,7651263,63760.53
Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Inmoinn,19.4029252,-99.1680476,365,4,2,0,0,0,2,2,apt,111,6580413,59283
Tonala," Roma Norte, Cuauhtémoc", Distrito Federal,Avitana,19.4210293,-99.1635414,60,2,1,0,0,0,1,1,apt,54,3912000,72444.44
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Mi Casa Propia,19.4054829,-99.1647868,90,5,2,0,0,0,2,3,apt,111,6790000,61171.17
Córdoba," Roma Norte, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.4128016,-99.1572693,90,2,1,0,0,0,1,1,apt,50,3147772,62955.44
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.4009518,-99.1700872,365,5,2,0,0,0,2,3,apt,112,6890000,61517.86
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,8,0,2,1,6,0,2,2,apt,86.8,5845980,67350
Puerto Mexico," Roma Sur, Cuauhtémoc", Distrito Federal,Ps Bienesraices,19.4037919,-99.1649783,21,3,2,0,0,0,2,1,apt,154,7700000,50000
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4168211,-99.1596475,46,7,3,0,0,0,2,3,apt,193,10050000,52072.54
Roma Norte, Cuauhtémoc, Distrito Federal,Sata7784633,19.4222428,-99.1627869,120,3,1,0,0,0,1,1,apt,39,3516884,90176.51
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4158401,-99.1596792,240,4,2,0,0,0,2,2,apt,161,9550000,59316.77
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.438631,-99.14881,90,6,3,0,0,0,2,3,apt,150,8706563,58043.75
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4090847,-99.1643187,365,3,1,0,0,0,1,2,apt,64,4340240,67816.25
Cordoba," Roma Norte, Cuauhtémoc", Distrito Federal,Home Seekers,19.4124914,-99.1572585,35,4,2,0,0,0,1,2,apt,82,4850000,59146.34
Roma Norte, Cuauhtémoc, Distrito Federal,Neximo,19.4155552,-99.1615919,31,0,2,0,0,0,2,3,apt,270,13500000,50000
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Century21 Viva,19.421399,-99.1587768,300,0,2,0,0,0,2,2,apt,166,11500000,69277.11
Cozumel," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4171424,-99.1703275,150,2,1,0,0,0,1,1,apt,65,5570000,85692.31
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.4046152,-99.1662218,90,6,2,0,0,0,2,3,apt,121,8700000,71900.83
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4158401,-99.1596792,240,5,2,0,0,0,2,3,apt,194,11100000,57216.49
Av. Baja California," Roma Sur, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.4067443,-99.1561012,90,4,2,0,0,0,1,2,apt,89,4720000,53033.71
Viaducto," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,2,1,1,0,1,2,apt,91,4061005,44626.43
Roma Sur, Cuauhtémoc, Distrito Federal,Nik Bienesraices,19.405299,-99.1649891,120,4,2,0,0,0,1,2,apt,107,8521860,79643.55
Roma Sur, Cuauhtémoc, Distrito Federal,Nik Bienesraices,19.405299,-99.1649891,19,4,2,0,0,0,1,2,apt,115,5342425,46455.87
Salamanca," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.42064,-99.1702226,35,2,1,0,0,0,1,1,apt,40,4120000,103000
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.403459,-99.1640113,60,5,2,0,0,0,2,3,apt,149,9670000,64899.33
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Plus,19.4195,-99.1589,45,0,2,1,4,0,1,3,apt,112,5600000,50000
Roma Norte, Cuauhtémoc, Distrito Federal,Neximo,19.415626,-99.1630521,31,0,3,0,0,0,2,3,apt,144,10134810,70380.63
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4081659,-99.1643788,31,0,1,0,0,0,1,2,apt,70,4578675,65409.64
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,86,4983878,57952.07
Torreon," Roma Sur, Cuauhtémoc", Distrito Federal,Morris Lan,19.402913,-99.1613826,46,7,2,0,0,0,2,3,apt,164,8229770,50181.52
Puerto Mexico," Roma Sur, Cuauhtémoc", Distrito Federal,Ps Bienesraices,19.4037919,-99.1649783,15,2,1,0,0,0,1,1,apt,80,5700000,71250
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,142,7154848,50386.25
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,87,5138544,59063.72
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4054829,-99.1647868,60,5,2,0,0,0,2,3,apt,111,6790000,61171.17
Roma Privada," Roma Privada, Monterrey",Nuevo Leon,Horacio Zamarripa Rivas,25.6441572,-100.2968073,240,5,2,0,0,0,1,3,apt,103,4993491,48480.5
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,0,0,0,2,3,apt,98,5790664,59088.41
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,87,5190136,59656.74
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,165,8094465,49057.36
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Mi Casa Propia,19.403459,-99.1640113,90,5,2,0,0,0,2,3,apt,149,9670000,64899.33
Puebla," Roma Norte, Cuauhtémoc", Distrito Federal,Licmarthasbarandalicmar,19.4206466,-99.170547,150,5,2,0,0,0,2,2,apt,99,7690640,77683.23
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,86,5216099,60652.31
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,98,5761134,58787.08
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,146,7298901,49992.47
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,98,5876357,59962.83
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,84,5093171,60632.99
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,98,5703523,58199.21
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,0,0,0,2,3,apt,98,5732989,58499.89
Sinaloa," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0,2,2,apt,160,6900000,43125
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4168211,-99.1596475,300,6,3,0,0,0,1,3,apt,150,10400000,69333.33
Roma Norte, Cuauhtémoc, Distrito Federal,Neximo,19.4153088,-99.1632172,31,0,3,0,0,0,2,3,apt,150,10549350,70329
Álvaro Obregón," Roma Norte, Cuauhtémoc", Distrito Federal,Century21promozurangel,19.4173906,-99.1630212,27,0,1,0,0,0,1,1,apt,33.59,3111913,92644.03
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,2,1,1,0,2,2,apt,140,7800000,55714.29
Roma Sur, Cuauhtémoc, Distrito Federal,Nik Bienesraices,19.405299,-99.1649891,120,0,2,0,0,0,1,2,apt,141,9859115,69922.8
Sinaloa," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0,2,1,apt,158,6900000,43670.89
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4226693,-99.1552628,40,4,2,0,0,0,2,2,apt,122,7621205,62468.89
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,0,0,0,2,3,apt,98,5675313,57911.36
Queretaro," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0,1,2,apt,77,5400000,70129.87
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Remax Real Estate Consultants,19.4088,-99.1637,120,0,2,0,4,0,1,2,apt,128,8521860,66577.03
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,0,0,0,2,3,apt,95,5299915,55788.58
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,98,5450689,55619.28
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,98,5473077,55847.72
Roma Sur, Cuauhtémoc, Distrito Federal,Nik Bienesraices,19.405299,-99.1649891,120,4,2,0,0,0,1,2,apt,81,5503280,67941.73
Frontera," Roma Norte, Cuauhtémoc", Distrito Federal,Distritocapitalcondesa,19.4245374,-99.1573777,11,5,2,0,0,0,1,2,apt,129,8000000,62015.5
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4053485,-99.1552971,31,0,2,0,0,0,2,3,apt,111,7140000,64324.32
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4184898,-99.1637389,60,4,2,0,0,0,1,2,apt,117,9200000,78632.48
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,87,5006952,57551.17
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,84,4796482,57100.98
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,98,5645911,57611.34
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,84,4994275,59455.65
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,0,0,0,2,3,apt,84,5559961,66190.01
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,87,4903769,56365.16
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4137406,-99.1610013,11,0,2,0,0,0,2,2,apt,163,9935982,60956.94
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Urp Propiedades,19.4030201,-99.1687004,300,2,1,0,0,0,1,1,apt,51,3200000,62745.1
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Covein Br,19.4138909,-99.1557557,11,3,1,0,0,0,1,2,apt,75,4450000,59333.33
Roma Norte, Cuauhtémoc, Distrito Federal,Barragan Br,19.4195256,-99.162549,365,5,2,0,0,0,2,3,apt,93,6873000,73903.23
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4052563,-99.1662026,365,4,2,0,0,0,2,2,apt,140,7800000,55714.29
Av. Baja California," Roma Sur, Cuauhtémoc", Distrito Federal,Century 21covarrubias,19.4063969,-99.1628482,210,0,2,0,0,2000,2,2,apt,98,6850000,69897.96
Valladolid0," Roma Norte, Cuauhtémoc", Distrito Federal,Sil Mexico,19.419863,-99.1682223,270,0,1,0,0,0,1,1,apt,42,3425000,81547.62
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4185297,-99.1636371,300,4,2,0,0,0,1,2,apt,95,5300000,55789.47
Baja California," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.406153,-99.1631827,24,4,2,0,0,0,1,2,apt,72,3950000,54861.11
Roma Sur, Cuauhtémoc, Distrito Federal,Barragan Br,19.405299,-99.1649891,365,5,2,0,0,0,2,3,apt,93,6873000,73903.23
Roma Sur, Cuauhtémoc, Distrito Federal,Airnetwork Asesores Inmob,19.405299,-99.1649891,210,5,2,0,0,0,2,3,apt,111,4950000,44594.59
Roma, Monterrey,Nuevo Leon,House Inm,25.6542625,-100.2978762,365,2,1,0,0,0,1,1,apt,48,2750000,57291.67
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Goldstone Bienesraices,19.4188488,-99.1613324,90,5,2,0,0,0,2,2,apt,185,14346500,77548.65
Frontera," Roma Norte, Cuauhtémoc", Distrito Federal,Cbmobikapremium,19.4181531,-99.1652014,150,0,2,0,0,0,1,2,apt,133,6800000,51127.82
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Luxence,19.4089339,-99.1617879,90,4,2,0,0,0,1,2,apt,58,3835325,66126.29
Bajío 315," Roma Sur, Cuauhtémoc", Distrito Federal,Profesionales Inmobiliariosmx,19.4029284,-99.16806,270,0,2,0,12,2500,2,2,apt,104,6426000,61788.46
Jalapa," Roma Norte, Cuauhtémoc", Distrito Federal,Espacios Inmobiliarios,19.4204591,-99.1614862,60,5,2,0,0,0,1,3,apt,150,5900000,39333.33
Constitucion," Roma Sur, Cuauhtémoc", Distrito Federal,Barragan Br,19.4020221,-99.1823889,46,6,3,0,0,0,2,3,apt,169,9687900,57324.85
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Casasydepas Com,19.4050031,-99.1674956,120,4,2,0,0,0,1,2,apt,84,5006952,59606.57
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4046152,-99.1662218,365,4,2,0,0,0,2,2,apt,127,7030000,55354.33
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,3,0,0,0,1,2,apt,176,9500000,53977.27
Quintana Roo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,0,0,0,2,2,apt,135,7096878,52569.47
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Urp Propiedades,19.4130341,-99.1614773,300,5,2,0,0,0,2,2,apt,137,9905250,72301.09
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4188488,-99.1613324,36,5,2,0,0,0,1,3,apt,112,5600000,50000
Puebla," Roma Norte, Cuauhtémoc", Distrito Federal,Licmarthasbarandalicmar,19.4206466,-99.170547,150,6,2,0,0,0,2,2,apt,107,9086780,84923.18
Querétaro," Roma Norte, Cuauhtémoc", Distrito Federal,Quality Gtz,19.413676,-99.1654703,210,6,3,0,0,0,1,3,apt,145,8500000,58620.69
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.4052563,-99.1662026,54,5,2,0,0,0,1,2,apt,172,8965800,52126.74
Roma Norte, Cuauhtémoc, Distrito Federal,Byg Realestate,19.4195256,-99.162549,60,4,2,0,0,0,2,2,apt,85,6300000,74117.65
San Luis Potosí," Roma Norte, Cuauhtémoc", Distrito Federal,Business Property,19.413879,-99.160909,36,4,2,0,0,0,1,2,apt,98,4650000,47448.98
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4085345,-99.1644733,31,0,2,0,0,0,1,2,apt,78,4996100,64052.56
Valladolid0," Roma Norte, Cuauhtémoc", Distrito Federal,Mexicosil,19.417759,-99.167813,120,0,1,0,0,0,1,1,apt,42,3425000,81547.62
Roma Privada," Roma Privada, Monterrey",Nuevo Leon,Horacio Zamarripa Rivas,25.6455113,-100.3000259,240,5,2,0,0,0,1,3,apt,105,5118269,48745.42
Venta De Departamento En La Roma," Roma Sur, Cuauhtémoc", Distrito Federal,Skgasesoresinmobiliarios,19.4196927,-99.1560364,365,0,2,0,0,0,1,2,apt,129,8200000,63565.89
Veracruz," Roma Norte, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.4180125,-99.1748189,210,3,1,0,0,0,1,1,apt,58,5420077,93449.6
Roma Norte, Cuauhtémoc, Distrito Federal,Safe Rent,19.412896,-99.1623996,365,4,2,0,0,0,1,2,apt,57,4050000,71052.63
Roma Sur, Cuauhtémoc, Distrito Federal,Airnetwork Asesores Inmob,19.405299,-99.1649891,14,4,2,0,0,0,2,2,apt,130,4780000,36769.23
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4117559,-99.1649783,365,2,1,0,0,0,1,1,apt,58,5500000,94827.59
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4184822,-99.1614643,90,0,2,0,0,0,1,3,apt,80,3840000,48000
Roma Norte, Cuauhtémoc, Distrito Federal,Espaciosurbanosmx,19.4195256,-99.162549,210,2,1,0,0,0,1,1,apt,31,3060008,98709.94
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4017853,-99.168802,90,0,2,0,0,0,2,3,apt,157,840259,5351.97
Av. Cuahtemoc," Roma Sur, Cuauhtémoc", Distrito Federal,Heyserenta Com,19.4055473,-99.1560374,60,5,2,0,0,0,1,3,apt,93,4190000,45053.76
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.413879,-99.160909,41,2,1,0,0,0,1,1,apt,60,4500000,75000
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,3,0,0,0,1,3,apt,193,6195000,32098.45
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4296796,-99.1576152,90,0,1,0,0,0,1,2,apt,80,4200000,52500
Roma Privada," Roma Privada, Monterrey",Nuevo Leon,Horacio Zamarripa Rivas,25.6446601,-100.2947474,240,5,2,0,0,0,1,3,apt,112,5511689,49211.51
Medellin340," Roma Sur, Cuauhtémoc", Distrito Federal,Círculo Inmobiliario,19.404442,-99.162688,38,0,2,0,0,0,1,2,apt,150,920000,6133.33
Roma Sur, Cuauhtémoc, Distrito Federal,Spacio Bienesraices,19.4036152,-99.1672218,270,5,2,0,0,0,1,2,apt,106,7126687,67232.9
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,3,apt,111,6870000,61891.89
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,3,apt,180,11050000,61388.89
Queretaro," Roma Norte, Cuauhtémoc", Distrito Federal,Coldwellbankercity,19.4149444,-99.1600968,120,0,2,0,0,0,2,3,apt,108,7676040,71074.44
Roma Sur, Monterrey,Nuevo Leon,Enders Inmuebles,25.6471662,-100.2975775,120,4,2,0,0,0,2,2,apt,82,4100000,50000
Nayarit," Roma Sur, Cuauhtémoc", Distrito Federal,Circulobienesraices,19.4100273,-99.161073,90,0,2,0,0,0,1,2,apt,77,4700000,61038.96
Roma Norte, Cuauhtémoc, Distrito Federal,Constantino Bienes Raices,19.4158447,-99.1592414,20,3,1,0,0,0,1,2,apt,88,2690000,30568.18
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0,1,2,apt,85,4595000,54058.82
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,93,6306550,67812.37
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,3,apt,112,6790000,60625
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,134,7650000,57089.55
Cuahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,8,0,2,1,6,0,2,2,apt,83.17,5363485,64488.22
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,103,7780000,75533.98
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,1,0,0,0,1,3,apt,163,10200000,62576.69
2 De Abril- Jesus Dionisio Gonzalez," Roma, Monterrey",Nuevo Leon,C21 Solorzanoyasociados,25.6542625,-100.2978762,90,0,2,0,0,0,1,4,apt,85.5,4084722,47774.53
Av Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.422946,-99.1652713,240,4,2,0,0,0,1,2,apt,93,4595000,49408.6
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4127648,-99.1605674,365,3,1,0,0,0,1,2,apt,84,5500000,65476.19
Cordoba," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4147648,-99.1578207,25,5,2,0,0,0,1,3,apt,86,4495000,52267.44
Roma Sursn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,3,apt,112,6870000,61339.29
